date,geography,geography_code,metric,stratum,metric_value,theme,sub_theme,topic,geography_type,metric_group,sex,age,year,month,epiweek,in_reporting_delay_period
2025-03-01,NHS Devon Integrated Care Board,QJK,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,8.54,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,3,9,FALSE
2025-04-01,NHS Devon Integrated Care Board,QJK,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,8.67,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,4,13,FALSE
2025-05-01,NHS Devon Integrated Care Board,QJK,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,9.27,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,5,18,FALSE
2025-06-01,NHS Devon Integrated Care Board,QJK,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,14.04,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,6,22,FALSE
2025-07-01,NHS Devon Integrated Care Board,QJK,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,14.07,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,7,26,FALSE
2025-08-01,NHS Devon Integrated Care Board,QJK,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,12.09,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,8,31,FALSE
2025-09-01,NHS Devon Integrated Care Board,QJK,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,7.78,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,9,35,FALSE
2025-10-01,NHS Devon Integrated Care Board,QJK,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,9.06,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,10,40,FALSE
2025-11-01,NHS Devon Integrated Care Board,QJK,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,14.63,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,11,44,FALSE
2025-12-01,NHS Devon Integrated Care Board,QJK,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,17.23,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,12,48,FALSE
2020-04-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,19.18,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,4,14,FALSE
2020-05-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,18.97,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,5,18,FALSE
2020-06-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,22.86,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,6,22,FALSE
2020-07-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,17.39,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,7,27,FALSE
2020-08-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,8,31,FALSE
2020-09-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.67,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,9,35,FALSE
2020-10-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,23.53,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,10,40,FALSE
2020-11-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,8.33,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,11,44,FALSE
2020-12-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,6.67,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,12,48,FALSE
2021-01-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,5.17,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,1,1,FALSE
2021-02-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,4.17,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,2,5,FALSE
2021-03-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,6.67,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,3,9,FALSE
2021-04-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,5.26,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,4,13,FALSE
2021-05-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,9.09,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,5,18,FALSE
2021-06-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,8.7,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,6,22,FALSE
2021-07-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,8.33,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,7,26,FALSE
2021-08-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,6.52,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,8,31,FALSE
2021-09-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,8.16,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,9,35,FALSE
2021-10-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,11.03,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,10,40,FALSE
2021-11-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,11.49,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,11,44,FALSE
2021-12-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,9.35,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,12,48,FALSE
2022-01-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,8.16,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,1,1,FALSE
2022-02-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,8.7,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,2,5,FALSE
2022-03-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,10.24,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,3,9,FALSE
2022-04-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,10.57,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,4,13,FALSE
2022-05-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,10.64,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,5,18,FALSE
2022-06-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,14.84,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,6,22,FALSE
2022-07-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.92,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,7,26,FALSE
2022-08-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.53,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,8,31,FALSE
2022-09-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,11.11,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,9,35,FALSE
2022-10-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,9.82,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,10,40,FALSE
2022-11-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,9.82,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,11,44,FALSE
2022-12-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,14,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,12,48,FALSE
2023-01-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.44,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,1,1,FALSE
2023-02-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.55,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,2,5,FALSE
2023-03-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,14.39,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,3,9,FALSE
2023-04-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,13.74,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,4,13,FALSE
2023-05-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.87,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,5,18,FALSE
2023-06-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,11.89,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,6,22,FALSE
2023-07-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,9.55,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,7,26,FALSE
2023-08-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,12.43,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,8,31,FALSE
2023-09-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.18,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,9,35,FALSE
2023-10-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.23,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,10,40,FALSE
2023-11-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.3,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,11,44,FALSE
2023-12-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.88,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,12,48,FALSE
2024-01-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.48,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,1,1,FALSE
2024-02-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,14.12,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,2,5,FALSE
2024-03-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,13.67,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,3,9,FALSE
2024-04-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.54,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,4,14,FALSE
2024-05-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.41,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,5,18,FALSE
2024-06-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,14.37,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,6,22,FALSE
2024-07-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.7,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,7,27,FALSE
2024-08-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.58,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,8,31,FALSE
2024-09-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.54,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,9,35,FALSE
2024-10-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,10.64,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,10,40,FALSE
2024-11-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,10.14,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,11,44,FALSE
2024-12-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,10.56,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,12,48,FALSE
2025-01-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.75,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,1,1,FALSE
2025-02-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.56,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,2,5,FALSE
2025-03-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.06,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,3,9,FALSE
2025-04-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,12.5,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,4,13,FALSE
2025-05-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,13.97,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,5,18,FALSE
2025-06-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.07,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,6,22,FALSE
2025-07-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,14.62,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,7,26,FALSE
2025-08-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,12.07,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,8,31,FALSE
2025-09-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,13.89,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,9,35,FALSE
2025-10-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,13.46,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,10,40,FALSE
2025-11-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.33,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,11,44,FALSE
2025-12-01,NHS Dorset Integrated Care Board,QVV,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,12.03,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,12,48,FALSE
2020-04-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,26.8,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,4,14,FALSE
2020-05-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,24.1,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,5,18,FALSE
2020-06-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,21.69,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,6,22,FALSE
2020-07-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20.45,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,7,27,FALSE
2020-08-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.81,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,8,31,FALSE
2020-09-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,19.53,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,9,35,FALSE
2020-10-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,18.46,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,10,40,FALSE
2020-11-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,22.66,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,11,44,FALSE
2020-12-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,23.88,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,12,48,FALSE
2021-01-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,26.09,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,1,1,FALSE
2021-02-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,23.31,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,2,5,FALSE
2021-03-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,19.42,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,3,9,FALSE
2021-04-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20.83,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,4,13,FALSE
2021-05-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,19.63,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,5,18,FALSE
2021-06-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20.41,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,6,22,FALSE
2021-07-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,22.15,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,7,26,FALSE
2021-08-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,25.18,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,8,31,FALSE
2021-09-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,22.01,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,9,35,FALSE
2021-10-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,17.22,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,10,40,FALSE
2021-11-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.13,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,11,44,FALSE
2021-12-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,12,48,FALSE
2022-01-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20.44,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,1,1,FALSE
2022-02-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,24.09,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,2,5,FALSE
2022-03-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,18.66,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,3,9,FALSE
2022-04-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,18.12,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,4,13,FALSE
2022-05-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,14.38,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,5,18,FALSE
2022-06-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,19.4,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,6,22,FALSE
2022-07-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,24.82,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,7,26,FALSE
2022-08-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,31.94,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,8,31,FALSE
2022-09-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,30.97,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,9,35,FALSE
2022-10-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,27.5,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,10,40,FALSE
2022-11-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,24.68,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,11,44,FALSE
2022-12-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,22.36,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,12,48,FALSE
2023-01-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,19.87,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,1,1,FALSE
2023-02-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,17.01,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,2,5,FALSE
2023-03-01,NHS Frimley Integrated Care Board,QNQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.67,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,3,9,FALSE
