date,geography,geography_code,metric,stratum,metric_value,theme,sub_theme,topic,geography_type,metric_group,sex,age,year,month,epiweek,in_reporting_delay_period
2020-12-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20.14,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,12,48,FALSE
2021-01-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,21.54,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,1,1,FALSE
2021-02-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,25.4,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,2,5,FALSE
2021-03-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,23.9,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,3,9,FALSE
2021-04-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,24.14,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,4,13,FALSE
2021-05-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20.43,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,5,18,FALSE
2021-06-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,19.16,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,6,22,FALSE
2021-07-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.95,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,7,26,FALSE
2021-08-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,18.62,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,8,31,FALSE
2021-09-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20.85,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,9,35,FALSE
2021-10-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,21.33,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,10,40,FALSE
2021-11-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,19.91,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,11,44,FALSE
2021-12-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,18.41,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,12,48,FALSE
2022-01-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.58,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,1,1,FALSE
2022-02-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.1,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,2,5,FALSE
2022-03-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,13.51,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,3,9,FALSE
2022-04-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,14.46,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,4,13,FALSE
2022-05-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,18.35,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,5,18,FALSE
2022-06-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20.73,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,6,22,FALSE
2022-07-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,24.49,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,7,26,FALSE
2022-08-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,23.29,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,8,31,FALSE
2022-09-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,19.67,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,9,35,FALSE
2022-10-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,21.19,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,10,40,FALSE
2022-11-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,22.22,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,11,44,FALSE
2022-12-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,29.1,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,12,48,FALSE
2023-01-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,28.19,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,1,1,FALSE
2023-02-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,28.04,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,2,5,FALSE
2023-03-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,24.72,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,3,9,FALSE
2023-04-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20.36,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,4,13,FALSE
2023-05-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,19.23,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,5,18,FALSE
2023-06-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20.3,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,6,22,FALSE
2023-07-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,23.58,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,7,26,FALSE
2023-08-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,22.33,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,8,31,FALSE
2023-09-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,24.14,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,9,35,FALSE
2023-10-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,21.35,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,10,40,FALSE
2023-11-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,24.54,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,11,44,FALSE
2023-12-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,23.57,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,12,48,FALSE
2024-01-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,24.29,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,1,1,FALSE
2024-02-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,22.63,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,2,5,FALSE
2024-03-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.79,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,3,9,FALSE
2024-04-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.33,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,4,14,FALSE
2024-05-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.98,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,5,18,FALSE
2024-06-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20.95,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,6,22,FALSE
2024-07-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,22.08,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,7,27,FALSE
2024-08-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,22.87,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,8,31,FALSE
2024-09-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,19.92,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,9,35,FALSE
2024-10-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,19.2,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,10,40,FALSE
2024-11-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,19.29,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,11,44,FALSE
2024-12-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,19.9,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,12,48,FALSE
2025-01-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,18.72,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,1,1,FALSE
2025-02-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,21.08,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,2,5,FALSE
2025-03-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,24.18,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,3,9,FALSE
2025-04-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,26.43,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,4,13,FALSE
2025-05-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,21.14,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,5,18,FALSE
2025-06-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.39,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,6,22,FALSE
2025-07-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,18.3,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,7,26,FALSE
2025-08-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,8,31,FALSE
2025-09-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,17.78,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,9,35,FALSE
2025-10-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,19.69,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,10,40,FALSE
2025-11-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,18.09,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,11,44,FALSE
2025-12-01,NHS Hertfordshire and West Essex Integrated Care Board,QM7,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,21.18,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,12,48,FALSE
2020-04-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,11.85,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,4,14,FALSE
2020-05-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,11.94,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,5,18,FALSE
2020-06-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,11.15,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,6,22,FALSE
2020-07-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,8.33,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,7,27,FALSE
2020-08-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,10.43,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,8,31,FALSE
2020-09-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,12.9,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,9,35,FALSE
2020-10-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,12.99,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,10,40,FALSE
2020-11-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,10.78,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,11,44,FALSE
2020-12-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,9.52,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,12,48,FALSE
2021-01-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,10,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,1,1,FALSE
2021-02-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,11.7,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,2,5,FALSE
2021-03-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,12.62,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,3,9,FALSE
2021-04-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,12.84,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,4,13,FALSE
2021-05-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,11.67,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,5,18,FALSE
2021-06-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,8.89,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,6,22,FALSE
2021-07-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,9.3,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,7,26,FALSE
2021-08-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,10.54,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,8,31,FALSE
2021-09-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,13.47,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,9,35,FALSE
2021-10-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,14.71,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,10,40,FALSE
2021-11-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,15.74,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,11,44,FALSE
2021-12-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,14.68,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,12,48,FALSE
2022-01-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,13.38,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,1,1,FALSE
2022-02-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,12.94,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,2,5,FALSE
2022-03-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,10.99,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,3,9,FALSE
2022-04-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,10.06,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,4,13,FALSE
2022-05-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,8.75,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,5,18,FALSE
2022-06-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,9.36,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,6,22,FALSE
2022-07-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,8.78,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,7,26,FALSE
2022-08-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,8.08,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,8,31,FALSE
2022-09-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,8.22,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,9,35,FALSE
2022-10-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,9.49,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,10,40,FALSE
2022-11-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,11.11,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,11,44,FALSE
2022-12-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,11.54,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,12,48,FALSE
2023-01-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,12.31,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,1,1,FALSE
2023-02-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,12.66,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,2,5,FALSE
2023-03-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,12.62,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,3,9,FALSE
2023-04-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,13.42,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,4,13,FALSE
2023-05-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,13.21,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,5,18,FALSE
2023-06-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,14.16,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,6,22,FALSE
2023-07-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,13.88,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,7,26,FALSE
2023-08-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,14.66,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,8,31,FALSE
2023-09-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,13.12,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,9,35,FALSE
2023-10-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,11.72,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,10,40,FALSE
2023-11-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,12.73,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,11,44,FALSE
2023-12-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,14.09,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,12,48,FALSE
2024-01-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,14.13,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,1,1,FALSE
2024-02-01,NHS Humber and North Yorkshire Integrated Care Board,QOQ,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,13.08,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,2,5,FALSE
