YEAR_MONTH,ICB_CODE,BNF_CHEMICAL_SUBSTANCE_CODE,GENDER,AGE_BAND,UNIQUE_PATIENT_COUNT,ITEMS
202205,Q99,0501011P0,Female,2-5,*,*
202205,Q99,0501011P0,Female,11-15,*,*
202205,Q99,0501011P0,Female,16-20,*,*
202205,Q99,0501011P0,Female,21-25,*,*
202205,Q99,0501011P0,Female,71-75,*,*
202205,Q99,0501011P0,Female,81-85,*,*
202205,Q99,0501011P0,Male,0-1,*,*
202205,Q99,0501011P0,Male,2-5,*,*
202205,Q99,0501011P0,Male,6-10,*,*
202205,Q99,0501011P0,Male,36-40,*,*
202205,Q99,0501011P0,Unknown,Unknown,*,*
202205,Q99,0501011P0,Unknown,2-5,0,*
202205,Q99,0501011P0,Unknown,16-20,0,*
202205,Q99,0501011P0,Unknown,21-25,0,*
202205,Q99,0501012G0,Female,26-30,*,*
202205,Q99,0501012G0,Female,31-35,*,*
202205,Q99,0501012G0,Female,41-45,*,*
202205,Q99,0501012G0,Female,51-55,*,*
202205,Q99,0501012G0,Female,76-80,*,*
202205,Q99,0501012G0,Female,86-90,*,*
202205,Q99,0501012G0,Female,91-95,*,*
202205,Q99,0501012G0,Female,96-100,*,*
202205,Q99,0501012G0,Male,31-35,*,*
202205,Q99,0501012G0,Male,41-45,*,*
202205,Q99,0501012G0,Male,66-70,*,*
202205,Q99,0501012G0,Male,71-75,*,*
202205,Q99,0501012G0,Male,86-90,*,*
202205,Q99,0501012G0,Unknown,Unknown,*,*
202205,Q99,0501012G0,Unknown,6-10,0,*
202205,Q99,0501012G0,Unknown,31-35,0,*
202205,Q99,0501012G0,Unknown,41-45,0,*
202205,Q99,0501012G0,Unknown,61-65,0,*
202205,Q99,0501012G0,Unknown,66-70,0,*
202205,Q99,0501012G0,Unknown,71-75,0,*
202205,Q99,0501012G0,Unknown,76-80,0,*
202205,Q99,0501013B0,Female,Unknown,*,*
202205,Q99,0501013B0,Female,0-1,*,*
202205,Q99,0501013B0,Female,2-5,*,*
202205,Q99,0501013B0,Female,16-20,*,*
202205,Q99,0501013B0,Female,26-30,*,*
202205,Q99,0501013B0,Female,36-40,*,*
202205,Q99,0501013B0,Female,46-50,*,*
202205,Q99,0501013B0,Female,51-55,*,*
202205,Q99,0501013B0,Female,61-65,*,*
202205,Q99,0501013B0,Female,66-70,*,*
202205,Q99,0501013B0,Female,76-80,*,*
202205,Q99,0501013B0,Female,81-85,*,*
202205,Q99,0501013B0,Female,91-95,*,*
202205,Q99,0501013B0,Male,0-1,*,*
202205,Q99,0501013B0,Male,2-5,*,*
202205,Q99,0501013B0,Male,11-15,*,*
202205,Q99,0501013B0,Male,26-30,*,*
202205,Q99,0501013B0,Male,41-45,*,*
202205,Q99,0501013B0,Male,56-60,*,*
202205,Q99,0501013B0,Male,71-75,*,*
202205,Q99,0501013B0,Male,76-80,*,*
202205,Q99,0501013B0,Male,81-85,*,*
202205,Q99,0501013B0,Unknown,Unknown,*,8
202205,Q99,0501013B0,Unknown,0-1,0,*
202205,Q99,0501013B0,Unknown,2-5,0,*
202205,Q99,0501013B0,Unknown,16-20,0,*
202205,Q99,0501013B0,Unknown,51-55,0,*
202205,Q99,0501013B0,Unknown,66-70,0,*
202205,Q99,0501013B0,Unknown,71-75,0,*
202205,Q99,0501013B0,Unknown,81-85,0,*
202205,Q99,0501013B0,Unknown,86-90,0,*
202205,Q99,0501013B0,Unknown,91-95,0,*
202205,Q99,0501013K0,Female,51-55,*,*
202205,Q99,0501013K0,Female,81-85,*,*
202205,Q99,0501013K0,Male,56-60,*,*
202205,Q99,0501013K0,Male,81-85,*,*
202205,Q99,0501013K0,Unknown,Unknown,0,*
202205,Q99,0501013K0,Unknown,61-65,0,*
202205,Q99,0501013K0,Unknown,91-95,0,*
202205,Q99,0501015P0,Female,56-60,*,*
202205,Q99,0501015P0,Female,101-105,*,*
202205,Q99,0501015P0,Male,56-60,*,*
202205,Q99,0501015P0,Male,86-90,*,*
202205,Q99,0501015P0,Unknown,61-65,0,*
202205,Q99,0501021L0,Female,Unknown,*,*
202205,Q99,0501021L0,Female,11-15,*,*
202205,Q99,0501021L0,Female,51-55,*,*
202205,Q99,0501021L0,Female,81-85,*,*
202205,Q99,0501021L0,Female,91-95,*,*
202205,Q99,0501021L0,Female,96-100,*,*
202205,Q99,0501021L0,Female,101-105,*,*
202205,Q99,0501021L0,Male,61-65,*,*
202205,Q99,0501021L0,Male,76-80,*,*
202205,Q99,0501021L0,Unknown,Unknown,*,*
202205,Q99,0501021L0,Unknown,2-5,0,*
202205,Q99,0501021L0,Unknown,71-75,0,*
202205,Q99,0501021L0,Unknown,86-90,0,*
202205,Q99,0501030I0,Female,Unknown,*,*
202205,Q99,0501030I0,Female,16-20,*,*
202205,Q99,0501030I0,Female,21-25,*,*
202205,Q99,0501030I0,Female,46-50,*,*
202205,Q99,0501030I0,Female,66-70,*,*
202205,Q99,0501030I0,Female,71-75,*,*
202205,Q99,0501030I0,Female,76-80,*,*
202205,Q99,0501030I0,Female,81-85,*,*
202205,Q99,0501030I0,Female,86-90,*,*
202205,Q99,0501030I0,Female,101-105,*,*
202205,Q99,0501030I0,Male,Unknown,*,*
202205,Q99,0501030I0,Male,41-45,*,*
202205,Q99,0501030I0,Male,51-55,*,*
202205,Q99,0501030I0,Male,56-60,*,*
202205,Q99,0501030I0,Male,66-70,*,*
202205,Q99,0501030I0,Male,81-85,*,*
202205,Q99,0501030I0,Unknown,Unknown,0,*
202205,Q99,0501030I0,Unknown,16-20,0,*
202205,Q99,0501030I0,Unknown,46-50,0,*
202205,Q99,0501030I0,Unknown,61-65,0,*
202205,Q99,0501030I0,Unknown,76-80,0,*
202205,Q99,0501030L0,Female,16-20,*,*
202205,Q99,0501030L0,Female,21-25,*,*
202205,Q99,0501030L0,Female,31-35,*,*
202205,Q99,0501030L0,Female,61-65,*,*
202205,Q99,0501030L0,Female,66-70,*,*
202205,Q99,0501030L0,Male,16-20,*,*
202205,Q99,0501030L0,Male,36-40,*,*
202205,Q99,0501030L0,Male,51-55,*,*
202205,Q99,0501030L0,Male,71-75,*,*
202205,Q99,0501030L0,Unknown,Unknown,*,*
202205,Q99,0501030L0,Unknown,16-20,0,*
202205,Q99,0501030T0,Female,46-50,*,*
202205,Q99,0501030Z0,Female,71-75,*,*
202205,Q99,0501030Z0,Female,81-85,*,*
202205,Q99,0501040H0,Unknown,71-75,0,*
202205,Q99,0501050A0,Female,16-20,*,*
202205,Q99,0501050A0,Female,31-35,*,*
202205,Q99,0501050A0,Female,51-55,*,*
202205,Q99,0501050A0,Female,76-80,*,*
202205,Q99,0501050A0,Female,81-85,*,*
202205,Q99,0501050A0,Female,86-90,*,*
202205,Q99,0501050A0,Male,6-10,*,*
202205,Q99,0501050A0,Male,71-75,*,*
202205,Q99,0501050A0,Male,81-85,*,*
202205,Q99,0501050A0,Male,86-90,*,*
202205,Q99,0501050A0,Unknown,51-55,0,*
202205,Q99,0501050A0,Unknown,76-80,0,*
202205,Q99,0501050B0,Female,0-1,*,*
202205,Q99,0501050B0,Female,81-85,*,*
202205,Q99,0501050B0,Female,86-90,*,*
202205,Q99,0501050B0,Unknown,Unknown,0,*
202205,Q99,0501050B0,Unknown,26-30,0,*
202205,Q99,0501050B0,Unknown,71-75,0,*
202205,Q99,0501050C0,Female,66-70,*,*
202205,Q99,0501060D0,Female,41-45,*,*
202205,Q99,0501060D0,Female,56-60,*,*
202205,Q99,0501060D0,Female,66-70,*,*
202205,Q99,0501060D0,Male,81-85,*,*
202205,Q99,0501060D0,Unknown,81-85,0,*
202205,Q99,0501070AE,Female,71-75,*,*
202205,Q99,0501070AE,Unknown,71-75,0,*
202205,Q99,0501070AE,Unknown,91-95,0,*
202205,Q99,0501070X0,Unknown,46-50,0,*
202205,Q99,0501080D0,Male,86-90,*,*
202205,Q99,0501080D0,Unknown,Unknown,0,*
202205,Q99,0501080D0,Unknown,71-75,0,*
202205,Q99,0501080W0,Female,26-30,*,*
202205,Q99,0501080W0,Female,66-70,*,*
202205,Q99,0501080W0,Female,76-80,*,*
202205,Q99,0501080W0,Female,81-85,*,*
202205,Q99,0501080W0,Female,86-90,*,*
202205,Q99,0501080W0,Male,6-10,*,*
202205,Q99,0501080W0,Male,61-65,*,*
202205,Q99,0501080W0,Male,66-70,*,*
202205,Q99,0501080W0,Male,71-75,*,*
202205,Q99,0501080W0,Male,76-80,*,*
202205,Q99,0501080W0,Male,86-90,*,*
202205,Q99,0501080W0,Male,96-100,*,*
202205,Q99,0501080W0,Unknown,46-50,0,*
202205,Q99,0501080W0,Unknown,66-70,0,*
202205,Q99,0501080W0,Unknown,71-75,0,*
202205,Q99,0501080W0,Unknown,86-90,0,*
202205,Q99,0501080W0,Unknown,96-100,0,*
202205,Q99,0501110C0,Female,46-50,*,*
202205,Q99,0501110C0,Female,51-55,*,*
202205,Q99,0501110C0,Female,66-70,*,*
202205,Q99,0501110C0,Male,61-65,*,*
202205,Q99,0501110C0,Male,71-75,*,*
202205,Q99,0501110C0,Male,86-90,*,*
202205,Q99,0501110C0,Unknown,46-50,0,*
202205,Q99,0501120L0,Female,46-50,*,*
202205,Q99,0501120L0,Unknown,Unknown,0,*
202205,Q99,0501120P0,Male,56-60,*,*
202205,Q99,0501130H0,Female,26-30,*,*
202205,Q99,0501130H0,Female,51-55,*,*
202205,Q99,0501130H0,Female,86-90,*,*
202205,Q99,0501130H0,Unknown,Unknown,0,*
202205,Q99,0501130R0,Female,21-25,*,*
202205,Q99,0501130R0,Female,26-30,*,*
202205,Q99,0501130R0,Female,31-35,*,*
202205,Q99,0501130R0,Female,36-40,*,*
202205,Q99,0501130R0,Female,46-50,*,*
202205,Q99,0501130R0,Female,51-55,*,*
202205,Q99,0501130R0,Female,56-60,*,*
202205,Q99,0501130R0,Female,61-65,*,*
202205,Q99,0501130R0,Female,66-70,*,*
202205,Q99,0501130R0,Female,71-75,*,*
202205,Q99,0501130R0,Female,76-80,5,6
202205,Q99,0501130R0,Female,81-85,*,*
202205,Q99,0501130R0,Female,86-90,*,*
202205,Q99,0501130R0,Male,6-10,*,*
202205,Q99,0501130R0,Male,66-70,*,*
202205,Q99,0501130R0,Male,71-75,*,*
202205,Q99,0501130R0,Male,76-80,*,*
202205,Q99,0501130R0,Male,81-85,*,*
202205,Q99,0501130R0,Unknown,Unknown,*,7
202205,Q99,0501130R0,Unknown,56-60,0,*
202205,Q99,0501130R0,Unknown,66-70,0,*
202205,Q99,0501130R0,Unknown,71-75,0,*
202205,Q99,0501130R0,Unknown,76-80,0,*
202205,Q99,0501130R0,Unknown,81-85,0,*
202205,Q99,0501130R0,Unknown,86-90,0,*
202205,QE1,0501011J0,Female,Unknown,*,*
202205,QE1,0501011P0,Female,Unknown,8,8
202205,QE1,0501011P0,Female,0-1,77,80
202205,QE1,0501011P0,Female,2-5,444,464
202205,QE1,0501011P0,Female,6-10,328,342
202205,QE1,0501011P0,Female,11-15,299,312
202205,QE1,0501011P0,Female,16-20,375,389
202205,QE1,0501011P0,Female,21-25,273,279
202205,QE1,0501011P0,Female,26-30,312,322
202205,QE1,0501011P0,Female,31-35,283,289
202205,QE1,0501011P0,Female,36-40,194,199
202205,QE1,0501011P0,Female,41-45,125,132
202205,QE1,0501011P0,Female,46-50,118,123
202205,QE1,0501011P0,Female,51-55,105,114
202205,QE1,0501011P0,Female,56-60,109,126
202205,QE1,0501011P0,Female,61-65,119,132
202205,QE1,0501011P0,Female,66-70,100,112
202205,QE1,0501011P0,Female,71-75,87,97
202205,QE1,0501011P0,Female,76-80,89,101
202205,QE1,0501011P0,Female,81-85,48,53
202205,QE1,0501011P0,Female,86-90,17,18
202205,QE1,0501011P0,Female,91-95,7,7
202205,QE1,0501011P0,Female,96-100,*,*
202205,QE1,0501011P0,Male,Unknown,*,*
202205,QE1,0501011P0,Male,0-1,111,122
202205,QE1,0501011P0,Male,2-5,477,496
202205,QE1,0501011P0,Male,6-10,313,325
202205,QE1,0501011P0,Male,11-15,198,208
202205,QE1,0501011P0,Male,16-20,175,179
202205,QE1,0501011P0,Male,21-25,110,113
202205,QE1,0501011P0,Male,26-30,104,110
202205,QE1,0501011P0,Male,31-35,125,126
202205,QE1,0501011P0,Male,36-40,95,97
202205,QE1,0501011P0,Male,41-45,47,49
202205,QE1,0501011P0,Male,46-50,60,62
202205,QE1,0501011P0,Male,51-55,82,98
202205,QE1,0501011P0,Male,56-60,90,107
202205,QE1,0501011P0,Male,61-65,86,92
202205,QE1,0501011P0,Male,66-70,88,98
202205,QE1,0501011P0,Male,71-75,86,99
202205,QE1,0501011P0,Male,76-80,62,74
202205,QE1,0501011P0,Male,81-85,41,51
202205,QE1,0501011P0,Male,86-90,24,33
202205,QE1,0501011P0,Male,91-95,*,7
202205,QE1,0501011P0,Male,96-100,*,*
202205,QE1,0501011P0,Unknown,Unknown,6,33
202205,QE1,0501011P0,Unknown,0-1,0,*
202205,QE1,0501011P0,Unknown,2-5,0,*
202205,QE1,0501011P0,Unknown,6-10,0,*
202205,QE1,0501011P0,Unknown,11-15,0,*
202205,QE1,0501011P0,Unknown,16-20,*,7
202205,QE1,0501011P0,Unknown,26-30,0,*
202205,QE1,0501011P0,Unknown,31-35,0,*
202205,QE1,0501011P0,Unknown,36-40,*,*
202205,QE1,0501011P0,Unknown,41-45,*,*
202205,QE1,0501011P0,Unknown,46-50,0,*
202205,QE1,0501011P0,Unknown,61-65,*,*
202205,QE1,0501012G0,Female,Unknown,5,5
202205,QE1,0501012G0,Female,0-1,66,70
202205,QE1,0501012G0,Female,2-5,153,159
202205,QE1,0501012G0,Female,6-10,154,166
202205,QE1,0501012G0,Female,11-15,182,193
202205,QE1,0501012G0,Female,16-20,206,209
202205,QE1,0501012G0,Female,21-25,245,254
202205,QE1,0501012G0,Female,26-30,337,353
202205,QE1,0501012G0,Female,31-35,341,360
202205,QE1,0501012G0,Female,36-40,301,319
202205,QE1,0501012G0,Female,41-45,274,296
202205,QE1,0501012G0,Female,46-50,257,276
202205,QE1,0501012G0,Female,51-55,285,310
202205,QE1,0501012G0,Female,56-60,330,357
202205,QE1,0501012G0,Female,61-65,263,285
202205,QE1,0501012G0,Female,66-70,266,284
202205,QE1,0501012G0,Female,71-75,311,341
202205,QE1,0501012G0,Female,76-80,288,314
202205,QE1,0501012G0,Female,81-85,265,287
202205,QE1,0501012G0,Female,86-90,225,241
202205,QE1,0501012G0,Female,91-95,145,158
202205,QE1,0501012G0,Female,96-100,42,51
202205,QE1,0501012G0,Female,101-105,6,6
202205,QE1,0501012G0,Male,Unknown,11,11
202205,QE1,0501012G0,Male,0-1,86,93
202205,QE1,0501012G0,Male,2-5,168,174
202205,QE1,0501012G0,Male,6-10,168,174
202205,QE1,0501012G0,Male,11-15,199,211
202205,QE1,0501012G0,Male,16-20,188,199
202205,QE1,0501012G0,Male,21-25,168,173
202205,QE1,0501012G0,Male,26-30,169,176
202205,QE1,0501012G0,Male,31-35,211,223
202205,QE1,0501012G0,Male,36-40,239,252
202205,QE1,0501012G0,Male,41-45,202,215
202205,QE1,0501012G0,Male,46-50,213,234
202205,QE1,0501012G0,Male,51-55,265,290
202205,QE1,0501012G0,Male,56-60,303,322
202205,QE1,0501012G0,Male,61-65,283,311
202205,QE1,0501012G0,Male,66-70,278,306
202205,QE1,0501012G0,Male,71-75,348,381
202205,QE1,0501012G0,Male,76-80,307,342
202205,QE1,0501012G0,Male,81-85,224,246
202205,QE1,0501012G0,Male,86-90,158,174
202205,QE1,0501012G0,Male,91-95,55,60
202205,QE1,0501012G0,Male,96-100,15,17
202205,QE1,0501012G0,Unknown,Unknown,*,49
202205,QE1,0501012G0,Unknown,0-1,0,*
202205,QE1,0501012G0,Unknown,2-5,0,*
202205,QE1,0501012G0,Unknown,6-10,0,*
202205,QE1,0501012G0,Unknown,11-15,0,*
202205,QE1,0501012G0,Unknown,16-20,0,*
202205,QE1,0501012G0,Unknown,21-25,0,*
202205,QE1,0501012G0,Unknown,26-30,0,*
202205,QE1,0501012G0,Unknown,31-35,0,*
202205,QE1,0501012G0,Unknown,36-40,0,*
202205,QE1,0501012G0,Unknown,41-45,0,*
202205,QE1,0501012G0,Unknown,46-50,0,5
202205,QE1,0501012G0,Unknown,51-55,0,*
202205,QE1,0501012G0,Unknown,56-60,*,*
202205,QE1,0501012G0,Unknown,66-70,0,*
202205,QE1,0501012G0,Unknown,71-75,0,*
202205,QE1,0501012G0,Unknown,76-80,0,6
202205,QE1,0501012G0,Unknown,81-85,0,*
202205,QE1,0501013B0,Female,Unknown,26,28
202205,QE1,0501013B0,Female,0-1,641,674
