YEAR_MONTH,ICB_CODE,BNF_CHEMICAL_SUBSTANCE_CODE,GENDER,AGE_BAND,UNIQUE_PATIENT_COUNT,ITEMS
201604,Q44,0501011P0,Female,0-1,*,*
201604,Q44,0501011P0,Female,2-5,*,*
201604,Q44,0501011P0,Female,6-10,*,*
201604,Q44,0501011P0,Female,11-15,*,*
201604,Q44,0501011P0,Female,21-25,*,*
201604,Q44,0501011P0,Female,26-30,*,*
201604,Q44,0501011P0,Female,31-35,*,*
201604,Q44,0501011P0,Female,56-60,*,*
201604,Q44,0501011P0,Female,71-75,*,*
201604,Q44,0501011P0,Male,2-5,*,*
201604,Q44,0501011P0,Male,6-10,*,*
201604,Q44,0501011P0,Male,11-15,*,*
201604,Q44,0501011P0,Male,21-25,*,*
201604,Q44,0501011P0,Male,41-45,*,*
201604,Q44,0501011P0,Male,46-50,*,*
201604,Q44,0501011P0,Male,56-60,*,*
201604,Q44,0501011P0,Male,61-65,*,*
201604,Q44,0501011P0,Male,66-70,*,*
201604,Q44,0501011P0,Unknown,Unknown,0,*
201604,Q44,0501011P0,Unknown,0-1,0,*
201604,Q44,0501012G0,Female,Unknown,*,*
201604,Q44,0501012G0,Female,0-1,*,*
201604,Q44,0501012G0,Female,2-5,*,*
201604,Q44,0501012G0,Female,6-10,*,*
201604,Q44,0501012G0,Female,11-15,*,*
201604,Q44,0501012G0,Female,16-20,5,5
201604,Q44,0501012G0,Female,21-25,*,*
201604,Q44,0501012G0,Female,26-30,*,5
201604,Q44,0501012G0,Female,31-35,*,*
201604,Q44,0501012G0,Female,41-45,*,*
201604,Q44,0501012G0,Female,46-50,6,7
201604,Q44,0501012G0,Female,51-55,5,6
201604,Q44,0501012G0,Female,56-60,*,*
201604,Q44,0501012G0,Female,61-65,*,*
201604,Q44,0501012G0,Female,66-70,*,*
201604,Q44,0501012G0,Female,71-75,*,*
201604,Q44,0501012G0,Female,76-80,*,*
201604,Q44,0501012G0,Female,81-85,*,5
201604,Q44,0501012G0,Female,86-90,*,*
201604,Q44,0501012G0,Female,91-95,*,*
201604,Q44,0501012G0,Male,Unknown,*,*
201604,Q44,0501012G0,Male,2-5,*,*
201604,Q44,0501012G0,Male,6-10,*,*
201604,Q44,0501012G0,Male,11-15,*,*
201604,Q44,0501012G0,Male,21-25,*,*
201604,Q44,0501012G0,Male,31-35,*,*
201604,Q44,0501012G0,Male,36-40,*,*
201604,Q44,0501012G0,Male,41-45,*,*
201604,Q44,0501012G0,Male,46-50,*,*
201604,Q44,0501012G0,Male,56-60,*,*
201604,Q44,0501012G0,Male,61-65,*,*
201604,Q44,0501012G0,Male,66-70,*,*
201604,Q44,0501012G0,Male,71-75,5,5
201604,Q44,0501012G0,Male,76-80,*,*
201604,Q44,0501012G0,Male,81-85,*,*
201604,Q44,0501012G0,Unknown,Unknown,0,10
201604,Q44,0501013B0,Female,Unknown,*,*
201604,Q44,0501013B0,Female,0-1,9,9
201604,Q44,0501013B0,Female,2-5,8,8
201604,Q44,0501013B0,Female,6-10,*,*
201604,Q44,0501013B0,Female,11-15,*,*
201604,Q44,0501013B0,Female,16-20,*,*
