YEAR_MONTH,ICB_CODE,BNF_CHEMICAL_SUBSTANCE_CODE,GENDER,AGE_BAND,UNIQUE_PATIENT_COUNT,ITEMS
202304,Q99,0501011P0,Female,0-1,*,*
202304,Q99,0501011P0,Female,6-10,*,5
202304,Q99,0501011P0,Female,11-15,*,*
202304,Q99,0501011P0,Female,16-20,*,*
202304,Q99,0501011P0,Female,26-30,*,*
202304,Q99,0501011P0,Female,31-35,*,*
202304,Q99,0501011P0,Female,51-55,*,*
202304,Q99,0501011P0,Female,61-65,*,*
202304,Q99,0501011P0,Female,71-75,*,*
202304,Q99,0501011P0,Female,81-85,*,*
202304,Q99,0501011P0,Male,6-10,*,*
202304,Q99,0501011P0,Male,11-15,*,*
202304,Q99,0501011P0,Male,26-30,*,*
202304,Q99,0501011P0,Male,66-70,*,*
202304,Q99,0501011P0,Unknown,Unknown,*,*
202304,Q99,0501011P0,Unknown,2-5,0,*
202304,Q99,0501011P0,Unknown,6-10,0,*
202304,Q99,0501011P0,Unknown,66-70,0,*
202304,Q99,0501012G0,Female,36-40,*,*
202304,Q99,0501012G0,Female,51-55,*,*
202304,Q99,0501012G0,Female,81-85,*,*
202304,Q99,0501012G0,Male,0-1,*,*
202304,Q99,0501012G0,Male,16-20,*,*
202304,Q99,0501012G0,Male,26-30,*,*
202304,Q99,0501012G0,Male,36-40,*,*
202304,Q99,0501012G0,Male,56-60,*,*
202304,Q99,0501012G0,Male,71-75,*,*
202304,Q99,0501012G0,Male,76-80,*,*
202304,Q99,0501012G0,Male,81-85,*,*
202304,Q99,0501012G0,Unknown,Unknown,0,*
202304,Q99,0501012G0,Unknown,31-35,0,*
202304,Q99,0501012G0,Unknown,41-45,0,*
202304,Q99,0501012G0,Unknown,46-50,0,*
202304,Q99,0501012G0,Unknown,66-70,0,*
202304,Q99,0501012G0,Unknown,71-75,0,*
202304,Q99,0501012G0,Unknown,81-85,0,*
202304,Q99,0501012G0,Unknown,86-90,0,*
202304,Q99,0501012G0,Unknown,91-95,0,*
202304,Q99,0501013B0,Female,2-5,*,*
202304,Q99,0501013B0,Female,21-25,*,*
202304,Q99,0501013B0,Female,26-30,*,*
202304,Q99,0501013B0,Female,36-40,*,*
202304,Q99,0501013B0,Female,46-50,*,*
202304,Q99,0501013B0,Female,51-55,*,*
202304,Q99,0501013B0,Female,56-60,*,*
202304,Q99,0501013B0,Female,66-70,*,*
202304,Q99,0501013B0,Female,71-75,*,*
202304,Q99,0501013B0,Female,76-80,*,*
202304,Q99,0501013B0,Female,81-85,*,*
202304,Q99,0501013B0,Female,86-90,*,*
202304,Q99,0501013B0,Male,Unknown,*,*
202304,Q99,0501013B0,Male,0-1,*,*
202304,Q99,0501013B0,Male,2-5,*,*
202304,Q99,0501013B0,Male,66-70,*,*
202304,Q99,0501013B0,Male,71-75,*,*
202304,Q99,0501013B0,Male,76-80,*,*
202304,Q99,0501013B0,Male,81-85,*,*
202304,Q99,0501013B0,Unknown,Unknown,0,*
202304,Q99,0501013B0,Unknown,2-5,0,*
202304,Q99,0501013B0,Unknown,66-70,0,*
202304,Q99,0501013B0,Unknown,71-75,0,*
202304,Q99,0501013B0,Unknown,76-80,0,*
202304,Q99,0501013B0,Unknown,81-85,0,*
202304,Q99,0501013B0,Unknown,86-90,0,*
202304,Q99,0501013K0,Female,6-10,*,*
202304,Q99,0501013K0,Female,16-20,*,*
202304,Q99,0501013K0,Female,36-40,*,*
202304,Q99,0501013K0,Female,41-45,*,*
202304,Q99,0501013K0,Female,56-60,*,*
202304,Q99,0501013K0,Male,2-5,*,*
202304,Q99,0501013K0,Male,46-50,*,*
202304,Q99,0501013K0,Male,56-60,*,*
202304,Q99,0501013K0,Unknown,31-35,0,*
202304,Q99,0501013K0,Unknown,61-65,0,*
202304,Q99,0501015P0,Male,76-80,*,*
202304,Q99,0501015P0,Male,91-95,*,*
202304,Q99,0501015P0,Unknown,Unknown,*,*
202304,Q99,0501021L0,Female,11-15,*,*
202304,Q99,0501021L0,Female,51-55,*,*
202304,Q99,0501021L0,Female,61-65,*,*
202304,Q99,0501021L0,Female,81-85,*,*
202304,Q99,0501021L0,Female,86-90,*,*
202304,Q99,0501021L0,Female,96-100,*,*
202304,Q99,0501021L0,Female,101-105,*,*
202304,Q99,0501021L0,Male,0-1,*,*
202304,Q99,0501021L0,Male,6-10,*,*
202304,Q99,0501021L0,Male,91-95,*,*
202304,Q99,0501021L0,Unknown,Unknown,0,*
202304,Q99,0501030I0,Female,11-15,*,*
202304,Q99,0501030I0,Female,21-25,*,*
202304,Q99,0501030I0,Female,46-50,*,*
202304,Q99,0501030I0,Female,56-60,*,*
202304,Q99,0501030I0,Female,66-70,*,*
202304,Q99,0501030I0,Female,71-75,*,*
202304,Q99,0501030I0,Female,76-80,*,*
202304,Q99,0501030I0,Female,81-85,*,*
202304,Q99,0501030I0,Female,86-90,5,5
202304,Q99,0501030I0,Female,91-95,*,*
202304,Q99,0501030I0,Male,16-20,*,*
202304,Q99,0501030I0,Male,21-25,*,*
202304,Q99,0501030I0,Male,31-35,*,*
202304,Q99,0501030I0,Male,51-55,*,*
202304,Q99,0501030I0,Male,66-70,*,*
202304,Q99,0501030I0,Male,71-75,*,*
202304,Q99,0501030I0,Male,76-80,*,*
202304,Q99,0501030I0,Male,81-85,*,*
202304,Q99,0501030I0,Unknown,Unknown,0,*
202304,Q99,0501030I0,Unknown,46-50,0,*
202304,Q99,0501030I0,Unknown,51-55,0,*
202304,Q99,0501030I0,Unknown,56-60,0,*
202304,Q99,0501030I0,Unknown,61-65,0,*
202304,Q99,0501030I0,Unknown,66-70,0,*
202304,Q99,0501030I0,Unknown,71-75,0,*
202304,Q99,0501030I0,Unknown,76-80,0,*
202304,Q99,0501030I0,Unknown,81-85,0,*
202304,Q99,0501030I0,Unknown,91-95,0,*
202304,Q99,0501030L0,Female,61-65,*,*
202304,Q99,0501030L0,Female,71-75,*,*
202304,Q99,0501030L0,Female,76-80,*,*
202304,Q99,0501030L0,Male,21-25,*,*
202304,Q99,0501030L0,Male,56-60,*,*
202304,Q99,0501030T0,Female,46-50,*,*
202304,Q99,0501030T0,Female,66-70,*,*
202304,Q99,0501030T0,Male,61-65,*,*
202304,Q99,0501040H0,Unknown,71-75,0,*
202304,Q99,0501050A0,Female,2-5,*,*
202304,Q99,0501050A0,Female,51-55,*,*
202304,Q99,0501050A0,Female,56-60,*,*
202304,Q99,0501050A0,Female,76-80,*,*
202304,Q99,0501050A0,Female,81-85,*,*
202304,Q99,0501050A0,Female,86-90,*,*
202304,Q99,0501050A0,Female,96-100,*,*
202304,Q99,0501050A0,Female,101-105,*,*
202304,Q99,0501050A0,Male,6-10,*,*
202304,Q99,0501050A0,Male,71-75,*,*
202304,Q99,0501050A0,Male,91-95,*,*
202304,Q99,0501050A0,Unknown,36-40,0,*
202304,Q99,0501050A0,Unknown,51-55,0,*
202304,Q99,0501050B0,Female,61-65,*,*
202304,Q99,0501050B0,Female,71-75,*,*
202304,Q99,0501050B0,Female,86-90,*,*
202304,Q99,0501050B0,Male,0-1,*,*
202304,Q99,0501050B0,Male,2-5,*,*
202304,Q99,0501050B0,Male,6-10,*,*
202304,Q99,0501050B0,Male,16-20,*,*
202304,Q99,0501050B0,Male,21-25,*,*
202304,Q99,0501050B0,Male,41-45,*,*
202304,Q99,0501050B0,Male,51-55,*,*
202304,Q99,0501050B0,Male,86-90,*,*
202304,Q99,0501050B0,Unknown,Unknown,*,*
202304,Q99,0501050B0,Unknown,0-1,0,*
202304,Q99,0501050B0,Unknown,2-5,0,*
202304,Q99,0501050B0,Unknown,61-65,0,*
202304,Q99,0501050B0,Unknown,71-75,0,*
202304,Q99,0501050B0,Unknown,76-80,0,*
202304,Q99,0501050C0,Female,11-15,*,*
202304,Q99,0501050C0,Female,46-50,*,*
202304,Q99,0501050C0,Female,71-75,*,*
202304,Q99,0501050C0,Unknown,36-40,0,*
202304,Q99,0501050C0,Unknown,56-60,0,*
202304,Q99,0501050H0,Female,2-5,*,*
202304,Q99,0501050H0,Male,2-5,*,*
202304,Q99,0501070AE,Female,46-50,*,*
202304,Q99,0501070AE,Unknown,Unknown,0,*
202304,Q99,0501070AE,Unknown,71-75,0,*
202304,Q99,0501070AE,Unknown,91-95,0,*
202304,Q99,0501070X0,Female,31-35,*,*
202304,Q99,0501070X0,Male,61-65,*,*
202304,Q99,0501070X0,Male,66-70,*,*
202304,Q99,0501070X0,Male,81-85,*,*
202304,Q99,0501070X0,Unknown,46-50,0,*
202304,Q99,0501080D0,Female,36-40,*,*
202304,Q99,0501080D0,Female,66-70,*,*
202304,Q99,0501080D0,Male,71-75,*,*
202304,Q99,0501080D0,Male,76-80,*,*
202304,Q99,0501080D0,Male,81-85,*,*
202304,Q99,0501080D0,Male,86-90,*,*
202304,Q99,0501080D0,Unknown,Unknown,0,*
202304,Q99,0501080D0,Unknown,41-45,0,*
202304,Q99,0501080W0,Female,2-5,*,*
202304,Q99,0501080W0,Female,6-10,*,*
202304,Q99,0501080W0,Female,31-35,*,*
202304,Q99,0501080W0,Female,36-40,*,*
202304,Q99,0501080W0,Female,41-45,*,*
202304,Q99,0501080W0,Female,46-50,*,*
202304,Q99,0501080W0,Female,56-60,*,*
202304,Q99,0501080W0,Female,71-75,*,*
202304,Q99,0501080W0,Female,81-85,*,*
202304,Q99,0501080W0,Female,86-90,*,*
202304,Q99,0501080W0,Female,91-95,*,*
202304,Q99,0501080W0,Male,6-10,*,*
202304,Q99,0501080W0,Male,41-45,*,*
202304,Q99,0501080W0,Male,56-60,*,*
202304,Q99,0501080W0,Male,76-80,*,*
202304,Q99,0501080W0,Male,91-95,*,*
202304,Q99,0501080W0,Unknown,Unknown,0,*
202304,Q99,0501080W0,Unknown,46-50,0,*
202304,Q99,0501080W0,Unknown,71-75,0,*
202304,Q99,0501080W0,Unknown,76-80,0,*
202304,Q99,0501080W0,Unknown,81-85,0,*
202304,Q99,0501080W0,Unknown,86-90,0,*
202304,Q99,0501080W0,Unknown,91-95,0,*
202304,Q99,0501090R0,Male,6-10,*,*
202304,Q99,0501110C0,Female,16-20,*,*
202304,Q99,0501110C0,Female,56-60,*,*
202304,Q99,0501110C0,Female,66-70,*,*
202304,Q99,0501110C0,Female,76-80,*,*
202304,Q99,0501110C0,Male,21-25,*,*
202304,Q99,0501110C0,Male,26-30,*,*
202304,Q99,0501110C0,Male,86-90,*,*
202304,Q99,0501110C0,Unknown,Unknown,0,*
202304,Q99,0501120L0,Female,46-50,*,*
202304,Q99,0501120L0,Female,66-70,*,*
202304,Q99,0501120L0,Male,2-5,*,*
202304,Q99,0501130H0,Female,31-35,*,*
202304,Q99,0501130H0,Female,51-55,*,*
202304,Q99,0501130H0,Female,71-75,*,*
202304,Q99,0501130H0,Female,76-80,*,*
202304,Q99,0501130H0,Female,86-90,*,*
202304,Q99,0501130H0,Female,96-100,*,*
202304,Q99,0501130H0,Male,66-70,*,*
202304,Q99,0501130H0,Male,96-100,*,*
202304,Q99,0501130H0,Unknown,Unknown,0,*
202304,Q99,0501130R0,Female,21-25,*,*
202304,Q99,0501130R0,Female,31-35,*,*
202304,Q99,0501130R0,Female,36-40,*,*
202304,Q99,0501130R0,Female,41-45,*,*
202304,Q99,0501130R0,Female,46-50,*,*
202304,Q99,0501130R0,Female,51-55,*,*
202304,Q99,0501130R0,Female,56-60,*,*
202304,Q99,0501130R0,Female,61-65,*,*
202304,Q99,0501130R0,Female,71-75,*,*
202304,Q99,0501130R0,Female,76-80,*,*
202304,Q99,0501130R0,Female,81-85,5,5
202304,Q99,0501130R0,Female,86-90,*,*
202304,Q99,0501130R0,Female,91-95,*,*
202304,Q99,0501130R0,Female,101-105,*,*
202304,Q99,0501130R0,Male,61-65,*,*
202304,Q99,0501130R0,Male,66-70,*,*
202304,Q99,0501130R0,Male,81-85,*,*
202304,Q99,0501130R0,Male,86-90,*,*
202304,Q99,0501130R0,Male,91-95,*,*
202304,Q99,0501130R0,Unknown,Unknown,0,*
202304,Q99,0501130R0,Unknown,56-60,0,*
202304,Q99,0501130R0,Unknown,66-70,0,*
202304,Q99,0501130R0,Unknown,71-75,0,*
202304,Q99,0501130R0,Unknown,76-80,0,*
202304,Q99,0501130R0,Unknown,81-85,0,*
202304,Q99,0501130R0,Unknown,86-90,0,*
202304,QE1,0501011P0,Female,Unknown,*,*
202304,QE1,0501011P0,Female,0-1,112,117
202304,QE1,0501011P0,Female,2-5,366,379
202304,QE1,0501011P0,Female,6-10,333,345
202304,QE1,0501011P0,Female,11-15,211,214
202304,QE1,0501011P0,Female,16-20,326,337
202304,QE1,0501011P0,Female,21-25,256,260
202304,QE1,0501011P0,Female,26-30,271,273
202304,QE1,0501011P0,Female,31-35,336,340
